filepath,class_id
SVIRO\train\i3_train_imageID_525_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_526_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_526_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_527_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_527_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_528_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_528_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_529_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_529_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_52_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_52_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_530_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_530_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_531_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_531_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_532_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_532_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_533_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_533_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_534_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_534_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_535_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_535_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_536_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_536_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_537_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_537_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_538_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_538_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_539_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_539_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_53_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_53_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_540_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_540_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_541_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_541_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_542_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_542_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_543_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_543_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_544_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_544_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_545_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_545_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_546_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_546_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_547_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_547_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_548_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_548_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_549_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_549_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_54_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_54_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_550_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_550_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_551_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_551_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_552_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_552_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_553_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_553_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_554_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_554_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_555_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_555_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_556_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_556_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_557_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_557_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_558_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_558_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_559_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_559_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_55_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_55_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_560_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_560_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_561_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_561_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_562_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_562_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_563_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_563_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_564_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_564_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_565_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_565_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_566_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_566_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_567_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_567_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_568_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_568_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_569_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_569_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_56_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_56_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_570_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_570_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_571_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_571_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_572_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_572_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_573_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_573_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_574_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_574_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_575_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_575_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_576_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_576_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_577_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_577_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_578_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_578_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_579_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_579_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_57_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_57_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_580_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_580_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_581_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_581_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_582_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_582_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_583_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_583_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_584_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_584_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_585_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_585_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_586_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_586_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_587_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_587_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_588_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_588_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_589_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_589_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_58_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_58_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_590_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_590_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_591_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_591_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_592_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_592_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_593_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_593_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_594_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_594_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_595_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_595_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_596_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_596_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_597_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_597_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_598_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_598_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_599_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_599_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_59_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_59_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_5_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_5_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_600_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_600_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_601_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_601_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_602_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_602_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_603_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_603_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_604_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_604_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_605_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_605_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_606_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_606_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_607_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_607_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_608_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_608_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_609_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_609_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_60_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_60_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_610_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_610_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_611_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_611_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_612_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_612_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_613_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_613_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_614_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_614_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_615_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_615_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_616_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_616_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_617_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_617_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_618_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_618_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_619_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_619_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_61_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_61_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_620_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_620_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_621_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_621_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_622_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_622_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_623_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_623_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_624_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_624_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_625_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_625_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_626_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_626_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_627_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_627_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_628_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_628_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_629_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_629_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_62_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_62_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_630_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_630_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_631_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_631_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_632_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_632_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_633_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_633_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_634_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_634_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_635_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_635_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_636_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_636_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_637_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_637_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_638_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_638_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_639_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_639_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_63_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_63_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_640_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_640_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_641_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_641_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_642_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_642_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_643_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_643_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_644_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_644_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_645_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_645_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_646_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_646_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_647_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_647_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_648_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_648_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_649_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_649_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_64_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_64_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_650_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_650_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_651_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_651_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_652_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_652_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_653_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_653_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_654_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_654_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_655_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_655_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_656_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_656_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_657_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_657_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_658_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_658_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_659_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_659_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_65_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_65_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_660_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_660_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_661_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_661_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_662_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_662_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_663_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_663_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_664_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_664_seatPosition_2_GT_5.png,0
SVIRO\train\i3_train_imageID_665_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_665_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_666_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_666_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_667_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_667_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_668_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_668_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_669_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_669_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_66_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_66_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_670_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_670_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_671_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_671_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_672_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_672_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_673_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_673_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_674_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_674_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_675_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_675_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_676_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_676_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_677_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_677_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_678_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_678_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_679_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_679_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_67_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_67_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_680_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_680_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_681_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_681_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_682_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_682_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_683_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_683_seatPosition_2_GT_4.png,0
SVIRO\train\i3_train_imageID_684_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_684_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_685_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_685_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_686_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_686_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_687_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_687_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_688_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_688_seatPosition_2_GT_2.png,1
SVIRO\train\i3_train_imageID_689_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_689_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_68_seatPosition_0_GT_0.png,0
SVIRO\train\i3_train_imageID_68_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_690_seatPosition_0_GT_3.png,1
SVIRO\train\i3_train_imageID_690_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_691_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_691_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_692_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_692_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_693_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_693_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_694_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_694_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_695_seatPosition_0_GT_1.png,1
SVIRO\train\i3_train_imageID_695_seatPosition_2_GT_3.png,1
SVIRO\train\i3_train_imageID_696_seatPosition_0_GT_2.png,1
SVIRO\train\i3_train_imageID_696_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_697_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_697_seatPosition_2_GT_0.png,0
SVIRO\train\i3_train_imageID_698_seatPosition_0_GT_4.png,0
SVIRO\train\i3_train_imageID_698_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_699_seatPosition_0_GT_6.png,0
SVIRO\train\i3_train_imageID_699_seatPosition_2_GT_1.png,1
SVIRO\train\i3_train_imageID_69_seatPosition_0_GT_5.png,0
SVIRO\train\i3_train_imageID_69_seatPosition_2_GT_6.png,0
SVIRO\train\i3_train_imageID_6_seatPosition_0_GT_4.png,0
